#--- new collection started at 13:31:21---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:33:45---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:36:16---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:38:47---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:41:21---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:44:14---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:47:29---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:52:05---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:56:03---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:59:33---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:03:15---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:09:42---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:15:40---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:22:02---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:29:16---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:35:33---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:41:47---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:48:57---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:55:25---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:04:16---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:12:32---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:20:40---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:30:47---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:38:53---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:49:04---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:57:45---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:08:24---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:17:35---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:26:36---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:34:11---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:39:59---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:44:50---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:50:30---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:55:50---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:31:23---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:33:49---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:36:18---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:38:48---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:41:23---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:44:19---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:47:34---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:52:09---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:56:07---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:59:37---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:03:18---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:09:47---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:15:41---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:22:06---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:29:18---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:35:36---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:41:52---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:49:00---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:55:30---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:04:18---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:12:33---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:20:45---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:30:50---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:38:56---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:49:08---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:57:51---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:08:11---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:17:38---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:26:41---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:34:16---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:40:04---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:44:54---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:50:35---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:55:55---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:31:24---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:33:54---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:36:22---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.00   0.0013   1   19.8631   70.9870  4668.0318032965415
#--- new collection started at 13:38:52---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.00   0.0018   1   32.0246   106.7515  4859.354644829049
#--- new collection started at 13:41:25---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.00   0.0025   1   55.2231   163.2089  5107.972934681015
#--- new collection started at 13:44:20---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.00   0.0020   1   39.3704   126.1636  4940.419848730038
#--- new collection started at 13:47:39---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:52:13---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:56:11---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:59:38---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:03:23---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:09:53---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:15:46---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:22:13---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:29:23---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.00   0.0125   1   268.0225   484.0195  8388.987124892088
#--- new collection started at 14:35:41---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:41:57---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.00   0.0140   2   284.8692   502.1212  8816.130794762581
#--- new collection started at 14:49:06---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:55:38---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:04:25---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:12:36---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:20:54---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:30:52---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:39:05---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:49:19---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:58:03---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:08:14---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:17:49---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:26:46---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:35:06---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:40:08---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:44:56---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:50:37---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:55:59---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:31:26---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:33:59---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 13:36:28---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.10   0.0013   1   48.5490   149.2297  3402.460888104443
#--- new collection started at 13:38:54---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.10   0.0018   1   43.4905   136.7749  3533.401303452295
FM   1.10   0.0018   2   21.2690   74.6516  3533.539325818503
#--- new collection started at 13:41:27---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.10   0.0025   1   18.2215   65.0199  3703.829059595649
#--- new collection started at 13:44:23---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.10   0.0020   1   33.9548   111.7555  3588.74151015379
FM   1.10   0.0020   2   19.0466   67.7220  3588.882999439324
#--- new collection started at 13:47:41---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.10   0.0030   1   15.9086   57.6777  3825.8305449454992
FM   1.10   0.0030   2   13.6359   50.0322  3825.95932411822
#--- new collection started at 13:52:16---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.10   0.0040   1   33.0668   107.8266  4091.091611153391
#--- new collection started at 13:56:16---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.10   0.0050   1   39.0819   123.0918  4288.617117696576
#--- new collection started at 13:59:42---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.10   0.0060   1   37.5683   119.1726  4499.891651973243
#--- new collection started at 14:03:27---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.10   0.0070   1   58.3587   164.7781  4725.780915863902
#--- new collection started at 14:10:01---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:15:47---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:22:19---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:29:27---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:35:46---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:42:00---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 14:49:10---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.10   0.0200   1   301.1255   500.8039  7584.632949368016
#--- new collection started at 14:55:40---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:04:27---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
FM   1.10   0.0247   1   54.1608   142.3183  4608.676429625513
#--- new collection started at 15:12:41---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:21:17---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:31:23---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:39:13---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:49:47---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 15:58:24---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
#--- new collection started at 16:10:08---
#Period    mass   z  pulse_number  period_WRMSE    global_WRMSE median_age
